interaction_id,customer_id,product_id,rating,timestamp,quantity,purchase_amount,interaction_type,user_idx,item_idx
INT_0000098,CUST_0658,PROD_00096,5.0,2024-05-30,1,860.39,purchase,657,95
INT_0000099,CUST_0434,PROD_00121,4.5,2023-09-22,2,6577.12,purchase,433,120
INT_0000100,CUST_0727,PROD_00108,4.5,2023-10-06,3,8625.6,purchase,726,107
INT_0000101,CUST_0974,PROD_00128,3.5,2023-02-27,1,2573.7,purchase,973,127
INT_0000102,CUST_0764,PROD_00079,4.0,2023-03-21,2,25699.48,purchase,763,78
INT_0000103,CUST_0321,PROD_00117,4.5,2024-01-25,1,795.45,cart_add,320,116
INT_0000104,CUST_0663,PROD_00108,3.5,2023-04-17,1,2875.2,cart_add,662,107
INT_0000105,CUST_0867,PROD_00132,4.0,2023-06-16,1,1804.63,purchase,866,131
INT_0000106,CUST_0612,PROD_00075,4.0,2023-07-12,1,4249.13,cart_add,611,74
INT_0000107,CUST_0034,PROD_00038,3.5,2023-02-15,1,3016.23,cart_add,33,37
INT_0000108,CUST_0047,PROD_00123,3.5,2023-11-13,1,1299.27,purchase,46,122
INT_0000109,CUST_0290,PROD_00045,4.0,2023-11-19,2,8803.92,cart_add,289,44
INT_0000110,CUST_0998,PROD_00100,4.0,2023-12-06,1,671.14,cart_add,997,99
INT_0000111,CUST_0104,PROD_00042,4.5,2023-01-25,1,1961.46,purchase,103,41
INT_0000112,CUST_0601,PROD_00040,3.0,2023-06-15,1,2286.53,purchase,600,39
INT_0000113,CUST_0907,PROD_00005,5.0,2023-08-26,2,120701.34,cart_add,906,4
INT_0000114,CUST_0670,PROD_00118,4.5,2024-05-28,1,3101.68,cart_add,669,117
INT_0000115,CUST_0668,PROD_00014,5.0,2024-04-03,2,6715.9,purchase,667,13
INT_0000116,CUST_0369,PROD_00089,4.5,2023-02-10,2,16860.7,cart_add,368,88
INT_0000117,CUST_0397,PROD_00098,5.0,2023-03-18,3,1151.91,purchase,396,97
INT_0000118,CUST_0510,PROD_00008,3.5,2023-11-13,1,56223.56,view,509,7
INT_0000119,CUST_0801,PROD_00003,3.5,2024-04-10,1,77001.71,view,800,2
INT_0000120,CUST_0166,PROD_00139,4.0,2023-12-28,1,1499.89,purchase,165,138
INT_0000121,CUST_0791,PROD_00015,4.5,2023-09-20,2,9291.62,purchase,790,14
INT_0000122,CUST_0947,PROD_00047,4.0,2024-05-14,1,6755.43,view,946,46
INT_0000123,CUST_0411,PROD_00058,4.5,2023-05-13,1,1757.13,purchase,410,57
INT_0000124,CUST_0640,PROD_00077,4.0,2024-02-28,1,3704.94,purchase,639,76
INT_0000125,CUST_0897,PROD_00088,4.0,2023-02-28,1,4704.5,purchase,896,87
INT_0000126,CUST_0841,PROD_00035,3.5,2023-04-18,1,1999.37,purchase,840,34
INT_0000127,CUST_0409,PROD_00059,3.0,2024-04-18,1,2901.95,purchase,408,58
INT_0000128,CUST_0480,PROD_00120,4.5,2024-04-21,1,1629.41,purchase,479,119
INT_0000129,CUST_0111,PROD_00083,5.0,2024-03-19,1,1449.12,purchase,110,82
INT_0000130,CUST_0325,PROD_00063,4.5,2023-08-06,1,3518.47,purchase,324,62
INT_0000131,CUST_0286,PROD_00044,3.9910714285714284,2024-04-26,1,34110.93,purchase,285,43
INT_0000132,CUST_0582,PROD_00136,4.0,2024-01-25,1,5480.59,cart_add,581,135
INT_0000133,CUST_0809,PROD_00036,4.0,2023-02-25,1,10068.24,purchase,808,35
INT_0000134,CUST_0777,PROD_00083,4.0,2023-06-30,1,1449.12,purchase,776,82
INT_0000135,CUST_0415,PROD_00121,4.5,2024-04-07,2,6577.12,purchase,414,120
INT_0000136,CUST_0686,PROD_00102,3.5,2023-02-25,1,3942.17,view,685,101
INT_0000137,CUST_0351,PROD_00005,4.0,2023-07-23,1,60350.67,purchase,350,4
INT_0000138,CUST_0487,PROD_00056,4.0,2024-03-23,1,886.99,cart_add,486,55
INT_0000139,CUST_0399,PROD_00009,4.0,2023-07-23,1,24368.22,cart_add,398,8
INT_0000140,CUST_0632,PROD_00021,4.0,2023-11-21,1,24714.25,view,631,20
INT_0000141,CUST_0957,PROD_00017,5.0,2023-04-27,2,17376.9,cart_add,956,16
INT_0000142,CUST_0270,PROD_00033,3.0,2024-04-06,2,18930.88,view,269,32
INT_0000143,CUST_0650,PROD_00078,5.0,2023-04-10,1,4758.22,cart_add,649,77
INT_0000144,CUST_0193,PROD_00086,4.5,2023-06-20,1,1468.63,purchase,192,85
INT_0000145,CUST_0215,PROD_00028,4.5,2023-01-15,1,32268.41,purchase,214,27
INT_0000146,CUST_0310,PROD_00028,4.0,2023-05-08,1,32268.41,cart_add,309,27
INT_0000147,CUST_0467,PROD_00119,4.0,2024-03-12,1,3671.07,cart_add,466,118
INT_0000148,CUST_0117,PROD_00067,3.5,2024-01-18,1,4994.62,purchase,116,66
INT_0000149,CUST_0556,PROD_00034,4.0,2024-03-23,1,13326.36,cart_add,555,33
INT_0000150,CUST_0961,PROD_00003,4.0,2023-03-31,2,154003.42,purchase,960,2
INT_0000151,CUST_0666,PROD_00081,4.5,2023-04-17,1,4730.99,cart_add,665,80
INT_0000152,CUST_0950,PROD_00067,4.0,2024-05-30,1,4994.62,purchase,949,66
INT_0000153,CUST_0297,PROD_00115,4.0,2024-04-10,1,757.41,purchase,296,114
INT_0000154,CUST_0877,PROD_00036,3.5,2024-04-20,1,10068.24,cart_add,876,35
INT_0000155,CUST_0721,PROD_00010,4.0,2024-01-19,2,41982.02,purchase,720,9
INT_0000156,CUST_0275,PROD_00091,4.0,2024-02-29,1,1499.2,purchase,274,90
INT_0000157,CUST_0931,PROD_00004,3.5,2023-06-07,2,78858.78,cart_add,930,3
INT_0000158,CUST_0532,PROD_00140,3.5,2023-12-10,1,1448.74,purchase,531,139
INT_0000159,CUST_0441,PROD_00018,5.0,2023-07-17,1,10128.93,purchase,440,17
INT_0000160,CUST_0053,PROD_00030,5.0,2023-05-12,2,292972.02,purchase,52,29
INT_0000161,CUST_0746,PROD_00132,5.0,2024-06-13,1,1804.63,purchase,745,131
INT_0000162,CUST_0728,PROD_00004,4.0,2024-02-06,2,78858.78,cart_add,727,3
INT_0000163,CUST_0267,PROD_00015,3.5,2023-11-27,1,4645.81,purchase,266,14
INT_0000164,CUST_0448,PROD_00012,5.0,2023-06-06,1,24652.71,cart_add,447,11
INT_0000165,CUST_0943,PROD_00084,4.0,2023-01-26,1,4501.95,purchase,942,83
INT_0000166,CUST_0465,PROD_00051,5.0,2023-07-11,1,2505.88,view,464,50
INT_0000167,CUST_0305,PROD_00003,4.0,2024-01-23,2,154003.42,cart_add,304,2
INT_0000168,CUST_0282,PROD_00015,3.5,2023-01-24,1,4645.81,purchase,281,14
INT_0000169,CUST_0106,PROD_00046,5.0,2023-05-06,1,2320.56,purchase,105,45
INT_0000170,CUST_0917,PROD_00064,3.0,2024-01-06,2,9048.4,purchase,916,63
INT_0000171,CUST_0104,PROD_00047,3.5,2023-03-17,1,6755.43,cart_add,103,46
INT_0000172,CUST_0216,PROD_00087,4.5,2023-11-18,1,3835.55,purchase,215,86
INT_0000173,CUST_0165,PROD_00072,3.5,2023-07-02,1,3451.13,cart_add,164,71
INT_0000174,CUST_0876,PROD_00134,5.0,2023-12-22,1,1979.73,cart_add,875,133
INT_0000175,CUST_0560,PROD_00054,4.5,2023-09-18,2,18885.08,purchase,559,53
INT_0000176,CUST_0031,PROD_00034,4.0,2023-06-06,1,13326.36,purchase,30,33
INT_0000177,CUST_0921,PROD_00046,4.0,2023-08-14,1,2320.56,cart_add,920,45
INT_0000178,CUST_0130,PROD_00113,4.5,2023-04-05,1,1776.7,purchase,129,112
INT_0000179,CUST_0302,PROD_00019,5.0,2024-03-22,1,22127.18,purchase,301,18
INT_0000180,CUST_0198,PROD_00002,3.5,2023-10-15,3,276988.44,purchase,197,1
INT_0000181,CUST_0813,PROD_00071,3.5,2023-07-30,3,6116.58,purchase,812,70
INT_0000182,CUST_0905,PROD_00042,4.5,2023-10-06,2,3922.92,cart_add,904,41
INT_0000183,CUST_0622,PROD_00008,3.5,2023-12-28,1,56223.56,cart_add,621,7
INT_0000184,CUST_0066,PROD_00136,4.5,2024-06-07,1,5480.59,purchase,65,135
INT_0000185,CUST_0619,PROD_00107,4.0,2024-06-27,1,310.23,purchase,618,106
INT_0000186,CUST_0185,PROD_00004,4.0,2023-07-10,1,39429.39,purchase,184,3
INT_0000187,CUST_0673,PROD_00008,3.5,2023-11-18,1,56223.56,purchase,672,7
INT_0000188,CUST_0012,PROD_00026,3.5,2023-11-26,2,40781.38,purchase,11,25
INT_0000189,CUST_0395,PROD_00112,4.0,2023-08-11,1,790.38,purchase,394,111
INT_0000190,CUST_0623,PROD_00036,4.5,2023-03-18,1,10068.24,cart_add,622,35
INT_0000191,CUST_0699,PROD_00074,4.0,2023-11-24,1,3668.68,purchase,698,73
INT_0000192,CUST_0506,PROD_00092,4.5,2024-03-07,1,2848.09,purchase,505,91
INT_0000193,CUST_0616,PROD_00033,3.5,2023-01-22,1,9465.44,cart_add,615,32
INT_0000194,CUST_0877,PROD_00039,3.0,2024-04-17,1,3794.39,cart_add,876,38
INT_0000195,CUST_0413,PROD_00022,3.5,2024-06-24,1,2367.53,cart_add,412,21
INT_0000196,CUST_0072,PROD_00112,5.0,2024-03-01,1,790.38,purchase,71,111
INT_0000197,CUST_0772,PROD_00116,3.5,2023-11-17,1,333.34,purchase,771,115
INT_0000198,CUST_0306,PROD_00054,4.5,2023-05-05,2,18885.08,view,305,53
INT_0000199,CUST_0106,PROD_00042,3.5,2023-01-11,1,1961.46,view,105,41
INT_0000200,CUST_0883,PROD_00022,3.5,2023-06-24,1,2367.53,cart_add,882,21
INT_0000201,CUST_0832,PROD_00052,5.0,2023-01-06,2,22527.34,view,831,51
INT_0000202,CUST_0266,PROD_00079,3.5,2023-02-19,2,25699.48,purchase,265,78
INT_0000203,CUST_0338,PROD_00018,5.0,2024-01-24,1,10128.93,purchase,337,17
INT_0000204,CUST_0142,PROD_00044,3.5,2023-11-23,2,68221.86,cart_add,141,43
INT_0000205,CUST_0910,PROD_00145,4.5,2024-04-02,1,9078.49,purchase,909,144
INT_0000206,CUST_0247,PROD_00010,4.5,2023-10-15,1,20991.01,cart_add,246,9
INT_0000207,CUST_0232,PROD_00065,4.0,2023-03-26,1,4292.79,cart_add,231,64
INT_0000208,CUST_0249,PROD_00008,4.5,2023-07-30,1,56223.56,purchase,248,7
INT_0000209,CUST_0507,PROD_00085,4.0,2023-08-10,1,4169.39,purchase,506,84
INT_0000210,CUST_0500,PROD_00020,3.5,2024-06-24,1,43461.06,purchase,499,19
INT_0000211,CUST_0968,PROD_00013,4.5,2023-06-07,2,8129.1,purchase,967,12
INT_0000212,CUST_0134,PROD_00036,4.0,2024-04-08,2,20136.48,purchase,133,35
INT_0000213,CUST_0799,PROD_00016,3.5,2024-03-09,1,11890.0,purchase,798,15
INT_0000214,CUST_0891,PROD_00057,3.0,2024-04-17,2,4739.88,cart_add,890,56
INT_0000215,CUST_0247,PROD_00108,3.5,2023-10-01,1,2875.2,cart_add,246,107
INT_0000216,CUST_0464,PROD_00132,3.5,2023-03-28,1,1804.63,purchase,463,131
INT_0000217,CUST_0407,PROD_00129,4.5,2023-02-24,1,13645.52,purchase,406,128
INT_0000218,CUST_0051,PROD_00085,5.0,2024-03-08,1,4169.39,purchase,50,84
INT_0000219,CUST_0181,PROD_00119,4.5,2024-05-20,1,3671.07,purchase,180,118
INT_0000220,CUST_0052,PROD_00124,5.0,2023-08-13,1,1078.15,view,51,123
INT_0000221,CUST_0590,PROD_00023,3.5,2023-04-14,1,1404.99,view,589,22
INT_0000222,CUST_0717,PROD_00093,4.5,2023-04-14,1,1951.47,cart_add,716,92
INT_0000223,CUST_0709,PROD_00076,3.0,2023-07-28,1,3403.3,purchase,708,75
INT_0000224,CUST_0611,PROD_00068,3.0,2023-07-09,1,1794.76,cart_add,610,67
INT_0000225,CUST_0489,PROD_00099,5.0,2023-09-02,1,676.7,cart_add,488,98
INT_0000226,CUST_0171,PROD_00051,5.0,2023-05-26,3,7517.64,cart_add,170,50
INT_0000227,CUST_0439,PROD_00100,3.5,2023-09-28,2,1342.28,purchase,438,99
INT_0000228,CUST_0779,PROD_00042,4.5,2024-04-30,1,1961.46,purchase,778,41
INT_0000229,CUST_0254,PROD_00013,4.0,2023-01-18,1,4064.55,view,253,12
INT_0000230,CUST_0856,PROD_00092,3.5,2023-05-31,2,5696.18,purchase,855,91
INT_0000231,CUST_0824,PROD_00111,4.0,2023-12-26,3,4090.08,purchase,823,110
INT_0000232,CUST_0499,PROD_00032,4.0,2023-12-28,1,3309.18,purchase,498,31
INT_0000233,CUST_0531,PROD_00055,5.0,2024-05-10,1,7849.24,cart_add,530,54
INT_0000234,CUST_0746,PROD_00071,3.0,2024-02-25,2,4077.72,cart_add,745,70
INT_0000235,CUST_0146,PROD_00095,3.0,2024-03-17,1,2465.32,cart_add,145,94
INT_0000236,CUST_0199,PROD_00133,3.5,2023-04-21,3,4144.56,view,198,132
INT_0000237,CUST_0696,PROD_00079,4.5,2024-06-23,1,12849.74,view,695,78
INT_0000238,CUST_0358,PROD_00023,4.0,2024-03-03,2,2809.98,purchase,357,22
INT_0000239,CUST_0196,PROD_00021,4.0,2023-12-18,2,49428.5,purchase,195,20
INT_0000240,CUST_0815,PROD_00038,5.0,2023-12-22,1,3016.23,view,814,37
INT_0000241,CUST_0511,PROD_00013,4.0,2023-06-03,1,4064.55,purchase,510,12
INT_0000242,CUST_0572,PROD_00115,4.0,2023-10-23,1,757.41,purchase,571,114
INT_0000243,CUST_0465,PROD_00130,4.0,2023-05-07,1,11682.93,purchase,464,129
INT_0000244,CUST_0441,PROD_00006,4.5,2023-02-21,1,115286.03,purchase,440,5
INT_0000245,CUST_0291,PROD_00080,4.0,2023-06-08,3,10970.37,cart_add,290,79
INT_0000246,CUST_0147,PROD_00121,3.5,2023-03-24,1,3288.56,purchase,146,120
INT_0000247,CUST_0956,PROD_00088,5.0,2024-01-31,1,4704.5,view,955,87
INT_0000248,CUST_0101,PROD_00133,4.0,2023-11-15,1,1381.52,purchase,100,132
INT_0000249,CUST_0897,PROD_00063,4.5,2023-07-24,1,3518.47,purchase,896,62
INT_0000250,CUST_0205,PROD_00070,3.5,2024-04-17,1,1435.37,purchase,204,69
INT_0000251,CUST_0897,PROD_00075,2.5,2024-06-23,1,4249.13,purchase,896,74
INT_0000252,CUST_0958,PROD_00045,3.5,2023-12-29,1,4401.96,purchase,957,44
INT_0000253,CUST_0421,PROD_00026,4.5,2023-01-28,3,61172.07,purchase,420,25
INT_0000254,CUST_0774,PROD_00144,5.0,2023-09-06,1,42410.65,purchase,773,143
INT_0000255,CUST_0636,PROD_00056,4.0,2023-10-28,1,886.99,cart_add,635,55
INT_0000256,CUST_0129,PROD_00131,3.0,2024-06-14,1,973.16,purchase,128,130
INT_0000257,CUST_0057,PROD_00113,5.0,2023-04-20,1,1776.7,purchase,56,112
INT_0000258,CUST_0298,PROD_00125,4.0,2023-03-04,1,789.12,purchase,297,124
INT_0000259,CUST_0524,PROD_00095,3.0,2023-07-29,1,2465.32,purchase,523,94
INT_0000260,CUST_0991,PROD_00132,3.5,2023-06-08,1,1804.63,purchase,990,131
INT_0000261,CUST_0960,PROD_00103,4.5,2023-07-25,1,2505.52,purchase,959,102
INT_0000262,CUST_0619,PROD_00098,4.0,2023-09-11,1,383.97,purchase,618,97
INT_0000263,CUST_0853,PROD_00037,3.5,2023-05-05,1,2848.11,purchase,852,36
INT_0000264,CUST_0189,PROD_00125,4.5,2023-09-24,2,1578.24,cart_add,188,124
INT_0000265,CUST_0880,PROD_00119,4.0,2023-05-30,1,3671.07,purchase,879,118
INT_0000266,CUST_0839,PROD_00022,3.5,2024-06-07,1,2367.53,purchase,838,21
INT_0000267,CUST_0488,PROD_00091,4.0,2023-04-13,3,4497.6,purchase,487,90
INT_0000268,CUST_0684,PROD_00092,3.5,2023-04-20,1,2848.09,cart_add,683,91
INT_0000269,CUST_0152,PROD_00037,3.5,2024-02-03,1,2848.11,purchase,151,36
INT_0000270,CUST_0661,PROD_00066,4.5,2024-03-31,1,4478.86,view,660,65
INT_0000271,CUST_0986,PROD_00088,5.0,2024-04-14,1,4704.5,view,985,87
INT_0000272,CUST_0367,PROD_00055,4.245535714285714,2023-08-04,1,7849.24,cart_add,366,54
INT_0000273,CUST_0400,PROD_00002,3.5,2023-06-05,1,92329.48,cart_add,399,1
INT_0000274,CUST_0348,PROD_00142,4.0,2023-05-24,1,57884.88,cart_add,347,141
INT_0000275,CUST_0311,PROD_00125,3.5,2024-05-10,1,789.12,purchase,310,124
INT_0000276,CUST_0675,PROD_00087,5.0,2024-06-03,2,7671.1,purchase,674,86
INT_0000277,CUST_0133,PROD_00137,4.0,2023-12-23,1,9492.91,cart_add,132,136
INT_0000278,CUST_0070,PROD_00071,4.0,2023-06-12,1,2038.86,cart_add,69,70
INT_0000279,CUST_0512,PROD_00057,3.5,2023-08-26,3,7109.82,cart_add,511,56
INT_0000280,CUST_0751,PROD_00029,3.5,2023-06-28,1,9462.09,purchase,750,28
INT_0000281,CUST_0997,PROD_00011,3.0,2023-09-14,1,18057.44,cart_add,996,10
INT_0000282,CUST_0075,PROD_00073,3.5,2023-01-31,2,5439.66,purchase,74,72
INT_0000283,CUST_0716,PROD_00122,3.5,2023-07-24,1,693.71,purchase,715,121
INT_0000284,CUST_0696,PROD_00070,3.5,2023-06-15,1,1435.37,purchase,695,69
INT_0000285,CUST_0809,PROD_00008,4.5,2023-04-09,1,56223.56,cart_add,808,7
INT_0000286,CUST_0915,PROD_00141,4.5,2023-03-15,1,87138.31,cart_add,914,140
INT_0000287,CUST_0981,PROD_00134,4.5,2024-05-23,1,1979.73,purchase,980,133
INT_0000288,CUST_0848,PROD_00088,4.5,2023-05-22,2,9409.0,purchase,847,87
INT_0000289,CUST_0641,PROD_00061,3.5,2023-03-22,1,76203.75,purchase,640,60
INT_0000290,CUST_0104,PROD_00098,3.5,2023-12-05,1,383.97,cart_add,103,97
INT_0000291,CUST_0297,PROD_00113,4.5,2024-01-02,1,1776.7,view,296,112
INT_0000292,CUST_0992,PROD_00105,3.5,2023-09-05,2,1549.62,view,991,104
INT_0000293,CUST_0513,PROD_00071,4.0,2023-04-24,1,2038.86,view,512,70
INT_0000294,CUST_0270,PROD_00065,3.0,2024-03-07,1,4292.79,purchase,269,64
INT_0000295,CUST_0784,PROD_00103,4.0,2023-12-04,2,5011.04,view,783,102
INT_0000296,CUST_0900,PROD_00016,4.0,2023-02-06,1,11890.0,purchase,899,15
